x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.271298	0.0942621	1.38614e-010	0.00421263	0	1.05461e-011	1.31048e-011	0.0445585	1.30868e-014	0.0904326	1.52836e-008	0.278874	0.618046	7.26078e-008	0.190977	0.271298	-2.39249	0.271298	0.887928	0	1	2.60891	0	0	0	0.25	0.25	0	18.9457	1.02438	0.962311	0.255466	-0.207913	-0.548446	0.274223	0.274223	0.397071	
2.1	0	-99999	0.135212	0.111424	7.30437e-011	0.00734888	0	8.9217e-012	8.16299e-012	0.0657589	1.87516e-014	0.0450706	1.1912e-008	0.222637	0.608698	6.22401e-008	0.195651	0.135212	-2.1421	0.135212	0.759102	0	1	5.02463	0	0	0	0.25	0.25	1	19.0144	0.951734	0.834318	0.300808	-0.207913	-0.301153	0.150576	0.150576	0.566061	
2.1	1	-99999	0.141053	0.109912	7.68363e-011	0.00695626	0	9.04446e-012	8.47029e-012	0.0631022	1.76696e-014	0.0470175	1.20945e-008	0.222528	0.611079	6.30876e-008	0.194461	0.141053	-2.12873	0.141053	0.756594	0	1	5.02592	0	0	0	0.25	0.25	2	19.0083	0.957669	0.885815	0.304246	-0.207913	-0.311956	0.155977	0.155977	0.564098	
0	1	-99999	0.275396	0.0939024	1.40557e-010	0.00416459	0	1.05865e-011	1.32377e-011	0.0442191	1.30189e-014	0.0917985	1.53375e-008	0.281014	0.618046	7.27858e-008	0.190977	0.275396	-2.40417	0.275396	0.893188	0	1	4.9244	0	0	0	0.25	0.25	3	18.9442	1.02604	1.68119	0.554591	-0.207913	-0.559346	0.279673	0.279673	0.690745	
1	0	1	0.12208	0.114986	6.48564e-011	0.00835773	0	8.64539e-012	7.47966e-012	0.0724701	2.15953e-014	0.0406932	1.14215e-008	0.223887	2.60178	2.59595e-007	3.69911	0.12208	-12.6831	0.12208	4.26841	0	10	4.21269	0	0	0	3.75	0.375	4	19.0283	0.938071	0.659311	0.297881	-0.207913	-0.277474	0.138736	0.138736	0.574975	
1.1	0	1	0.120626	0.115251	6.42155e-011	0.00842998	0	8.62551e-012	7.42282e-012	0.0729285	2.17401e-014	0.0402088	1.13445e-008	0.223617	2.5999	2.58625e-007	3.70005	0.120626	-12.6859	0.120627	4.26885	0	10	4.21384	0	0	0	3.75	0.375	5	19.0293	0.937071	0.659352	0.295456	-0.207913	-0.274806	0.137402	0.137402	0.573883	
1	0.9	1	0.206615	0.100353	1.09379e-010	0.00508304	0	9.90602e-012	1.1009e-011	0.0505021	1.41223e-014	0.0688716	1.40449e-008	0.246046	2.70165	3.02198e-007	3.64917	0.206615	-12.5906	0.206615	4.26572	0	10	3.6618	0	0	0	3.21429	0.321429	6	18.9704	0.997185	1.18479	0.29221	-0.207913	-0.430966	0.215483	0.215483	0.492556	
1.1	0.9	1	0.202679	0.100749	1.07683e-010	0.0051436	0	9.867e-012	1.08812e-011	0.0509024	1.41805e-014	0.0675595	1.39414e-008	0.244112	2.70165	3.01058e-007	3.64917	0.202679	-12.5803	0.202679	4.261	0	10	3.78196	0	0	0	2.91667	0.291667	7	18.9719	0.995471	1.16937	0.295536	-0.207913	-0.423823	0.211911	0.211911	0.499454	
0	0.298	-99999	0.298558	0.000702093	0.203537	2.95165e-023	0	1.4159e-009	0.000143326	4.19164e-020	0	0.00617416	0.025428	1.44533e-024	0.999929	7.12757e-005	8.47649e-015	0.298558	0.280036	0.298558	0.00617416	0	1	0	0	0	0	0.25	0.25	8	16.818	3.15232	0.999438	-0.111118	-0.207913	-0.597231	0.298615	0.298615	0.00609507	
0	0.402	-99999	0.298749	0.000702434	0.204058	2.71952e-023	0	1.41521e-009	0.000143762	3.86012e-020	0	0.00574352	0.0257484	1.22218e-024	0.999928	7.15622e-005	7.7985e-015	0.298749	0.281519	0.298749	0.00574352	0	1	0	0	0	0	0.25	0.25	9	16.8183	3.15211	1.00332	-0.11142	-0.207913	-0.597572	0.298786	0.298786	0.00562256	
