x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.000482814	0.0300477	7.86281e-011	0.0570227	0	3.30839e-011	2.3696e-012	1.89213	1.78316e-009	0.00230689	0	0	0.0477372	1.03041e-010	0.476131	0.000482814	-3.28125	0.00692067	2.42759	0	1	0	0	0	0	0.25	0.25	0	17.835	1.5209	1.08987	5.53836	-0.207908	3.98147	0.000436589	0.00625748	1.95393	
2.1	0	-99999	0.00298063	0.182892	7.70458e-012	0.272461	0	5.43541e-012	1.41329e-012	1.48533	1.38865e-011	0.0142343	0	0	0.284309	1.35603e-008	0.357846	0.00298063	-2.31903	0.0427029	2.12987	0	1	0	0	0	0	0.25	0.25	1	18.8234	0.736518	1.61491	5.43297	-0.207912	3.94683	0.00269526	0.0386149	1.78612	
2.1	1	-99999	0.00281924	0.152671	1.00683e-011	0.237788	0	6.51135e-012	1.54169e-012	1.55291	2.48433e-011	0.0134612	0	0	0.239296	8.6757e-009	0.380352	0.00281924	-2.48745	0.0403836	2.18451	0	1	0	0	0	0	0.25	0.25	2	18.738	0.814957	1.64172	5.4589	-0.207912	3.94907	0.00254932	0.036519	1.81609	
0	1	-99999	0.000307088	0.013928	2.41266e-010	0.0271768	0	7.13739e-011	3.37031e-012	1.94546	1.28307e-008	0.00146636	0	0	0.0221138	1.45871e-011	0.488943	0.000307088	-3.3925	0.00439911	2.46305	0	1	0	0	0	0	0.25	0.25	3	17.451	1.85483	1.77874	5.55526	-0.207912	3.9839	0.000277687	0.00397807	1.97525	
1	0	1	0.00323193	0.477555	1.81473e-012	0.486639	0	2.08163e-012	8.69202e-013	1.01601	4.00915e-013	0.0154432	0	0	2.83921	5.67837e-007	3.58039	0.00323193	-11.2179	0.0463301	5.09849	0	10	0	0	0	0	3.75	0.375	4	19.2536	0.31969	1.48456	5.2645	-0.207912	3.94335	0.0029225	0.0418893	1.6113	
1.1	0	1	0.00326966	0.479733	1.80955e-012	0.487594	0	2.07218e-012	8.70675e-013	1.01338	3.94874e-013	0.0156232	0	0	2.85309	5.76807e-007	3.57345	0.00326966	-11.1915	0.0468703	5.09005	0	10	0	0	0	0	3.75	0.375	5	19.2569	0.317714	1.4938	5.26448	-0.207912	3.94283	0.00295662	0.0423778	1.61034	
1	0.9	1	0.00165987	0.104064	1.5587e-011	0.174826	0	9.5527e-012	1.62686e-012	1.67501	7.08088e-011	0.00792691	0	0	0.553443	9.8375e-009	4.72328	0.00165987	-15.7091	0.0237807	6.58104	0	10	0	0	0	0	3.21429	0.321429	6	18.5122	0.981412	1.62486	5.48965	-0.20791	3.96515	0.00150095	0.0215042	1.87581	
1.1	0.9	1	0.00173747	0.10942	1.45974e-011	0.182278	0	9.08514e-012	1.60198e-012	1.66093	6.14903e-011	0.0082975	0	0	0.583457	1.12906e-008	4.70827	0.00173747	-15.6431	0.0248925	6.55978	0	10	0	0	0	0	2.91667	0.291667	7	18.5392	0.959618	1.63029	5.48639	-0.20791	3.96407	0.00157112	0.0225095	1.87061	
0	0.298	-99999	1.02441e-005	0.000622094	1.31621e-008	0.00124279	0	1.59798e-009	8.21237e-012	1.99185	1.68196e-005	4.33316e-005	0	0	0.000986633	3.16369e-015	0.499507	1.02441e-005	-3.48965	0.000146827	2.4927	0	1	0	0	0	0	0.25	0.25	8	15.7278	3.20486	1.00212	5.56586	-0.207901	3.98802	9.26332e-006	0.00013276	1.99324	
0	0.402	-99999	6.70938e-006	0.000374121	2.21753e-008	0.000747717	0	2.65715e-009	8.32084e-012	1.99269	4.71791e-005	1.63078e-005	0	0	0.000593343	6.97195e-016	0.499703	6.70938e-006	-3.49155	9.61247e-005	2.4933	0	1	0	0	0	0	0.25	0.25	9	15.4592	3.4257	1.00508	5.56615	-0.207901	3.98807	6.06702e-006	8.69225e-005	1.99362	
0.298	1	-99999	6.00337e-006	0.000339516	2.27684e-008	0.000678595	0	2.92798e-009	7.75317e-012	1.9928	5.33875e-005	1.08656e-005	0	0	0.00053846	4.85525e-016	0.499731	6.00337e-006	-3.49183	8.60071e-005	2.49339	0	1	0	0	0	0	0.25	0.25	10	15.4044	3.46785	1.99633	5.56619	-0.207901	3.98808	5.4286e-006	7.7774e-005	1.99368	
0.402	1	-99999	1.74948e-005	0.000893557	8.86544e-009	0.00178426	0	1.11251e-009	7.94527e-012	1.9909	7.87583e-006	8.09187e-005	0	0	0.00141721	9.07077e-015	0.499291	1.74948e-005	-3.48758	0.000250641	2.49208	0	1	0	0	0	0	0.25	0.25	11	15.9445	3.04759	1.99593	5.56566	-0.207901	3.98792	1.58198e-005	0.000226648	1.99286	
2.1	0.402	-99999	0.00262728	0.146818	1.04652e-011	0.230741	0	6.77091e-012	1.54104e-012	1.56696	2.75876e-011	0.0125455	0	0	0.23042	7.72242e-009	0.38479	0.00262728	-2.52433	0.0376366	2.19504	0	1	0	0	0	0	0.25	0.25	12	18.7132	0.831933	1.63716	5.45983	-0.207912	3.95173	0.00237574	0.0340344	1.82181	
2.1	0.198	-99999	0.00289208	0.175487	8.1419e-012	0.264284	0	5.66477e-012	1.43304e-012	1.50155	1.58005e-011	0.0138113	0	0	0.273383	1.21725e-008	0.363308	0.00289208	-2.36074	0.0414339	2.14295	0	1	0	0	0	0	0.25	0.25	13	18.802	0.754468	1.61775	5.4379	-0.207912	3.94806	0.00261519	0.0374675	1.79325	
1.25	1	-99999	0.00185925	0.103977	1.62108e-011	0.174651	0	9.56069e-012	1.69056e-012	1.67474	7.36684e-011	0.00887859	0	0	0.164471	3.03287e-009	0.417765	0.00185925	-2.78854	0.0266358	2.27603	0	1	0	0	0	0	0.25	0.25	14	18.5242	0.981776	1.65224	5.48555	-0.20791	3.96238	0.00168124	0.0240862	1.86673	
0.825	1	-99999	0.00115678	0.0633569	3.0915e-011	0.113655	0	1.56904e-011	1.96448e-012	1.78858	2.80847e-010	0.00552422	0	0	0.100613	8.00479e-010	0.449693	0.00115678	-3.0522	0.0165727	2.35745	0	1	0	0	0	0	0.25	0.25	15	18.2557	1.19692	1.74161	5.51428	-0.207908	3.97212	0.00104602	0.0149862	1.91301	
0.269386	0.35	-99999	0.00045835	0.02509	1.04061e-010	0.0480184	0	3.96211e-011	2.61864e-012	1.90818	2.89881e-009	0.00218916	0	0	0.0398568	6.62884e-011	0.480072	0.00045835	-3.31455	0.00656749	2.43846	0	1	0	0	0	0	0.25	0.25	16	17.7508	1.59921	1.15812	5.54432	-0.207906	3.98181	0.000414467	0.00593863	1.96051	
1.1	0.4	1	0.00238855	0.199163	6.25563e-012	0.290125	0	4.99135e-012	1.24959e-012	1.45241	9.68056e-012	0.0114088	0	0	1.10385	5.52019e-008	4.44808	0.00238855	-14.5518	0.0342265	6.20202	0	10	0	0	0	0	3.75	0.375	17	18.8368	0.699504	1.55512	5.42601	-0.207912	3.95504	0.00215987	0.0309487	1.79394	
1	0.45	1	0.00215809	0.17127	7.67236e-012	0.259812	0	5.80426e-012	1.31794e-012	1.51249	1.55919e-011	0.0103079	0	0	0.938794	3.66173e-008	4.5306	0.00215809	-14.8918	0.0309239	6.31321	0	10	0	0	0	0	4	0.4	18	18.7594	0.765033	1.53779	5.44228	-0.207912	3.95824	0.00195147	0.0279625	1.81598	
1.0375	1	-99999	0.00157568	0.0883796	1.99474e-011	0.152201	0	1.1248e-011	1.76817e-012	1.71703	1.14933e-010	0.00752468	0	0	0.140068	1.95175e-009	0.429966	0.00157568	-2.88845	0.022574	2.30673	0	1	0	0	0	0	0.25	0.25	19	18.4349	1.05236	1.66805	5.49576	-0.20791	3.96631	0.00142482	0.0204131	1.88403	
0.35	0.730614	-99999	0.000550226	0.0287893	8.81244e-011	0.0547458	0	3.453e-011	2.54457e-012	1.89598	2.09863e-009	0.00262765	0	0	0.0457395	9.73254e-011	0.47713	0.000550226	-3.28807	0.00788295	2.43048	0	1	0	0	0	0	0.25	0.25	20	17.8306	1.53948	1.68661	5.54187	-0.207907	3.98053	0.000497546	0.00712832	1.95576	
1	0.225	1	0.00268405	0.284906	3.72495e-012	0.368807	0	3.48921e-012	1.06441e-012	1.29066	2.82767e-012	0.0128224	0	0	1.62526	1.41675e-007	4.18737	0.00268405	-13.5166	0.0384674	5.85966	0	10	0	0	0	0	3.75	0.375	21	19.0069	0.544013	1.50574	5.37223	-0.207912	3.95095	0.00242708	0.0347822	1.73276	
1.1	0.2	1	0.00281301	0.305256	3.40311e-012	0.384647	0	3.2566e-012	1.0419e-012	1.25635	2.22393e-012	0.0134384	0	0	1.7516	1.71572e-007	4.1242	0.00281301	-13.2699	0.0403153	5.77864	0	10	0	0	0	0	3.75	0.375	22	19.0423	0.51405	1.52109	5.36205	-0.207912	3.94916	0.00254368	0.0364531	1.71936	
1.1	0.65	1	0.00200536	0.138057	1.05479e-011	0.220048	0	7.20063e-012	1.46052e-012	1.58918	3.08463e-011	0.00957735	0	0	0.746064	2.09535e-008	4.62697	0.00200536	-15.2937	0.0287321	6.44578	0	10	0	0	0	0	3.92857	0.392857	23	18.6568	0.858657	1.59954	5.46664	-0.207911	3.96036	0.00181336	0.0259812	1.84416	
1	0.675	1	0.00180804	0.122198	1.2387e-011	0.199576	0	8.13514e-012	1.51816e-012	1.62839	4.40305e-011	0.00863503	0	0	0.655546	1.49935e-008	4.67223	0.00180804	-15.4883	0.0259051	6.50883	0	10	0	0	0	0	3.75	0.375	24	18.5919	0.911651	1.57774	5.47614	-0.207911	3.96309	0.00163493	0.0234249	1.8586	
1.6	0	-99999	0.00300484	0.202172	6.59767e-012	0.292974	0	4.91708e-012	1.33782e-012	1.44485	9.90169e-012	0.014351	0	0	0.312347	1.72319e-008	0.343827	0.00300484	-2.21675	0.0430531	2.096	0	1	0	0	0	0	0.25	0.25	25	18.8684	0.692994	1.59836	5.41516	-0.207912	3.9465	0.00271715	0.038931	1.76769	
