x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.000188022	0.259431	7.29789e-013	0.348666	0	3.83183e-012	1.89891e-013	1.33999	6.80849e-013	6.26746e-005	0	0	0.391509	5.04835e-009	0.304245	0.000188022	-1.99304	0.000188029	1.99296	0	1	0	0	0	0	0.25	0.25	0	1.48197	0.584692	-0.00116298	5.26867	-0.207841	3.9935	-0.000347844	-0.000347845	1.6919	
2.1	0	-99999	0	0.259505	0	0.348988	0	3.83074e-012	0	1.34085	0	0	0	0	0.391498	0	0.304251	0	-1.9941	0	1.99409	0	1	0	0	0	0	0.25	0.25	1	18.8697	0.584569	2.52455e-019	5.26217	-0.207912	3.98816	4.80063e-020	4.84522e-020	1.68983	
2.1	1	-99999	0	0.259505	0	0.348988	0	3.83074e-012	0	1.34085	0	0	0	0	0.391498	0	0.304251	0	-1.9941	0	1.99409	0	1	0	0	0	0	0.25	0.25	2	18.76	0.584569	-1.30419e-012	5.26217	-0.207912	3.98816	-1.96495e-013	-1.91165e-013	1.68983	
0	1	-99999	1.32089e-007	0.259507	6.47123e-014	0.34899	0	3.8307e-012	1.68431e-014	1.34084	6.04702e-014	4.37899e-008	0	0	0.391502	4.48036e-010	0.304249	1.32089e-007	-1.99408	1.31818e-007	1.99408	0	1	0	0	0	0	0.25	0.25	3	18.9786	0.584565	2.39471e-005	5.26208	-0.207925	3.98811	3.30656e-006	3.3062e-006	1.68981	
1	0	1	0	1.3758	0	0.587126	0	7.22556e-013	0	0.42549	0	0	0	0	7.4873	0	1.25635	0	-2.81874	0	2.26897	0	10	0	0	0	0	3.75	0.375	4	19.4074	-0.139842	-7.46637e-014	4.60527	-0.207911	3.98816	-3.04313e-014	-3.58385e-014	1.03293	
1.1	0	1	0	1.478	0	0.577157	0	6.72593e-013	0	0.389344	0	0	0	0	7.82434	0	1.08783	0	-2.17484	0	2.05433	0	10	0	0	0	0	3.75	0.375	5	19.5472	-0.170961	1.73509e-015	4.5415	-0.207911	3.98816	3.65665e-016	3.69706e-016	0.969158	
1	0.9	1	9.76388e-005	0.560562	1.83479e-013	0.522497	0	1.77339e-012	1.03156e-013	0.929339	2.64275e-014	3.25341e-005	0	0	3.35645	1.09769e-007	3.32178	9.76388e-005	-10.334	9.7712e-005	4.77365	0	10	0	0	0	0	3.21429	0.321428	6	1.96429	0.25009	0.00106685	5.14953	-0.207982	3.98571	0.000159555	0.00015953	1.57931	
1.1	0.9	1	0	0.766008	6.17478e-015	0.575224	0	1.29776e-012	4.74395e-015	0.748717	3.40341e-016	4.76032e-009	0	0	4.60488	1.29325e-008	2.69756	0	-8.0754	2.72135e-008	4.02151	0	10	0	0	0	0	2.91667	0.291666	7	20.4422	0.114481	-0.00109332	5.0249	-0.207786	3.99068	-0.000163512	-0.000163577	1.45028	
0	0.298	-99999	0.298864	0.00601004	0.182308	3.17796e-026	0	1.65406e-010	0.00109892	5.27212e-024	0	0.0256492	0	0	0.961494	0.0385059	1.34527e-020	0.298864	0.225223	0.29886	0.0256492	0	1	0	0	0	0	0.25	0.25	8	17.7487	2.21984	0.99934	-0.112713	-0.20791	-0.595192	0.298915	0.298884	0.00164934	
0	0.402	-99999	0.29882	0.00593743	0.181588	3.47098e-026	0	1.67429e-010	0.00108136	5.82865e-024	0	0.0263698	0	0	0.962963	0.0370369	1.52853e-020	0.29882	0.223609	0.298815	0.0263698	0	1	0	0	0	0	0.25	0.25	9	17.7434	2.22512	0.999211	-0.112127	-0.20791	-0.594603	0.298877	0.298842	0.00177336	
0.298	1	-99999	0.29859	0.00354425	0.170987	4.93982e-025	0	2.80481e-010	0.000607817	1.38963e-022	0	0.039783	0	0	0.992356	0.00764446	1.0861e-018	0.29859	0.186217	0.298588	0.039783	0	1	0	0	0	0	0.25	0.25	10	17.5186	2.44919	1.99703	-0.108621	-0.20791	-0.591409	0.298669	0.298667	0.00261041	
0.402	1	-99999	0.2991	0.00809165	0.200356	2.5411e-028	0	1.22854e-010	0.00162602	3.13112e-026	0	0.000894497	0	0	0.903005	0.0969946	3.88768e-023	0.2991	0.304279	0.30166	0.000894497	0	1	0	0	0	0	0.25	0.25	11	17.8788	2.09068	1.99995	-0.116027	-0.20791	-0.598099	0.299105	0.299016	0.00084491	
2.1	0.402	-99999	0	0.259504	0	0.348986	0	3.83075e-012	0	1.34084	0	0	0	0	0.391498	0	0.304251	0	-1.99409	0	1.99408	0	1	0	0	0	0	0.25	0.25	12	0.943201	0.58457	1.13622e-015	5.26216	-0.207912	3.98815	8.7565e-017	8.74859e-017	1.68983	
2.1	0.198	-99999	0	0.259505	0	0.348988	0	3.83074e-012	0	1.34085	0	0	0	0	0.391498	0	0.304251	0	-1.9941	0	1.99409	0	1	0	0	0	0	0.25	0.25	13	1.46746	0.584569	-4.55619e-018	5.26218	-0.207912	3.98816	-2.78552e-019	-2.78557e-019	1.68984	
1.25	1	-99999	0.00506884	0.262339	2.16474e-012	0.344441	0	3.78936e-012	5.6958e-013	1.30908	1.86214e-012	0.0016896	0	0	0.398302	1.57525e-008	0.300849	0.00506884	-1.94253	0.00506882	1.95606	0	1	0	0	0	0	0.25	0.25	14	19.0563	0.579852	0.0851941	5.02514	-0.207922	3.79279	0.0127413	0.0127413	1.60996	
0.825	1	-99999	0.122026	0.196167	1.20941e-011	0.152089	0	5.06758e-012	2.37951e-012	0.773007	2.86465e-012	0.0406754	0	0	0.390189	3.60475e-008	0.304905	0.122026	-1.32885	0.122026	1.27068	0	1	0	0	0	0	0.25	0.25	15	19.2039	0.706087	1.04478	2.40751	-0.207904	1.59229	0.156253	0.156253	0.762274	
0.269386	0.35	-99999	0.0834971	0.218979	8.26251e-012	0.210185	0	4.53968e-012	1.81468e-012	0.957002	3.32676e-012	0.0278324	0	0	0.391151	3.43406e-008	0.304425	0.0834971	-1.53997	0.0834972	1.49944	0	1	0	0	0	0	0.25	0.25	16	19.2188	0.658311	0.357996	3.30647	-0.207912	2.34625	0.107081	0.107081	1.05479	
1.1	0.4	1	5.5503e-014	1.47774	0	0.577187	0	6.72715e-013	0	0.389434	0	0	0	0	7.82351	0	1.08825	5.5503e-014	-2.17644	0	2.05487	0	10	0	0	0	0	3.75	0.375	17	2.39991	-0.170883	2.18592e-012	4.54264	-0.207911	3.98816	3.20463e-013	9.77169e-014	0.970304	
1	0.45	1	0	1.36929	4.38169e-020	0.58768	0	7.25994e-013	6.01759e-020	0.427917	2.52231e-022	1.77439e-023	0	0	7.46442	8.49703e-013	1.26779	0	-2.86199	8.49703e-013	2.28338	0	10	0	0	0	0	4	0.4	18	2.54164	-0.137781	-5.58111e-011	4.61305	-0.207911	3.98816	-8.27228e-012	-1.01964e-011	1.04071	
1.0375	1	-99999	0.0326317	0.245615	4.63736e-012	0.293553	0	4.04738e-012	1.14238e-012	1.19164	3.21387e-012	0.0108772	0	0	0.392676	2.73031e-008	0.303662	0.0326317	-1.81351	0.0326317	1.79974	0	1	0	0	0	0	0.25	0.25	19	19.203	0.60846	0.372953	4.24297	-0.207988	3.1329	0.0557776	0.0557775	1.35871	
0.35	0.730614	-99999	0	0.25971	6.05282e-015	0.349805	0	3.82771e-012	1.57664e-015	1.34292	5.67798e-015	3.60292e-011	0	0	0.391502	4.2005e-011	0.304247	0	-1.99595	1.50106e-010	1.99697	0	0.999996	0	0	0	0	0.25	0.250001	20	20.1833	0.584225	-0.00487728	5.27703	-0.207256	3.99939	-0.000728797	-0.00072864	1.69435	
1	0.225	1	1.35172e-013	1.38075	8.27174e-021	0.586699	0	7.19966e-013	1.14551e-020	0.423656	4.58239e-023	1.23218e-025	0	0	7.50457	1.65354e-013	1.24772	1.35172e-013	-2.78605	1.65354e-013	2.25807	0	10	0	0	0	0	3.75	0.375	21	2.45562	-0.141402	1.46154e-012	4.60848	-0.207911	3.98816	4.38418e-013	3.58221e-013	1.03614	
1.1	0.2	1	0	1.4776	0	0.577201	0	6.72778e-013	0	0.38948	0	0	0	0	7.82308	0	1.08846	0	-2.17726	0	2.05514	0	10	0	0	0	0	3.75	0.375	22	2.62252	-0.170842	-2.53706e-016	4.54333	-0.207911	3.98816	-8.21806e-017	-3.36251e-017	0.97099	
1.1	0.65	1	0	1.44412	0	0.580722	0	6.88375e-013	0	0.40094	0	0	0	0	7.71707	0	1.14147	0	-2.38122	0	2.12313	0	10	0	0	0	0	3.92857	0.392857	23	19.7773	-0.160889	8.5985e-007	4.55436	-0.207911	3.98816	1.28595e-007	7.24392e-008	0.98202	
