              x	              y	              z	           time	in	    Distance	        Time	          Na	          Cl	          Br	
              0	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  4.4254e-04	  5.5754e-04	
            0.1	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  4.1778e-04	  5.8231e-04	
            0.2	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  3.9119e-04	  6.0890e-04	
            0.3	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  3.6369e-04	  6.3640e-04	
            0.4	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  3.3601e-04	  6.6408e-04	
            0.5	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  3.0869e-04	  6.9140e-04	
            0.6	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  2.8215e-04	  7.1794e-04	
            0.7	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  2.5671e-04	  7.4338e-04	
            0.8	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  2.3258e-04	  7.6751e-04	
            0.9	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  2.0989e-04	  7.9020e-04	
              1	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  1.8873e-04	  8.1137e-04	
            1.1	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  1.6912e-04	  8.3097e-04	
            1.2	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  1.5107e-04	  8.4902e-04	
            1.3	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  1.3454e-04	  8.6556e-04	
            1.4	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  1.1948e-04	  8.8062e-04	
            1.5	              0	              0	            0.1	 1	  0.0000e+00	  1.0007e-01	  1.0001e-03	  1.0581e-04	  8.9429e-04	
