x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	3.26628e-006	0.232389	2.83885e-013	0.159954	0	4.27772e-012	6.61673e-014	0.686267	3.97171e-014	1.08964e-006	1.08896e-012	0.29462	0.461153	1.66256e-009	0.269424	3.26628e-006	-3.61911	3.2706e-006	1.70489	0	1	1.4526	0	0	0	0.25	0.25	0	19.3875	0.632498	1.09089	2.53066	-0.207912	1.49554	2.95525e-006	2.95764e-006	1.45094	
2.1	0	-99999	1.99668e-005	0.234825	5.19915e-013	0.152669	0	4.23334e-012	1.22451e-013	0.648215	6.0662e-014	6.66079e-006	7.42459e-012	0.246912	0.473806	3.22783e-009	0.263097	1.99668e-005	-3.17795	1.99856e-005	1.55781	0	1	1.05558	0	0	0	0.25	0.25	1	19.3866	0.62797	1.61437	2.38797	-0.207912	1.49544	1.80655e-005	1.80797e-005	1.3083	
2.1	1	-99999	1.92393e-005	0.234732	5.13534e-013	0.152898	0	4.23501e-012	1.20901e-013	0.649444	6.02829e-014	6.41807e-006	7.12644e-012	0.248436	0.473368	3.1815e-009	0.263316	1.92393e-005	-3.19212	1.92574e-005	1.56254	0	1	1.08307	0	0	0	0.25	0.25	2	19.3866	0.628141	1.64062	2.39254	-0.207912	1.49544	1.74073e-005	1.74208e-005	1.31287	
0	1	-99999	2.13301e-006	0.232714	2.46431e-013	0.158803	0	4.27174e-012	5.75181e-014	0.680379	3.35504e-014	7.11609e-007	7.22354e-013	0.287166	0.462998	1.45508e-009	0.268501	2.13301e-006	-3.5505	2.13629e-006	1.68202	0	1	1.40695	0	0	0	0.25	0.25	3	19.3873	0.631891	1.78396	2.50847	-0.207912	1.49555	1.92989e-006	1.93153e-006	1.42874	
1	0	1	2.14512e-005	0.235049	5.32454e-013	0.152126	0	4.2293e-012	1.25524e-013	0.645294	6.12306e-014	7.1563e-006	8.05139e-012	0.243293	1.86856	1.30741e-008	4.06572	2.14512e-005	-14.5537	2.1482e-005	5.34973	0	10	0.908868	0	0	0	3.75	0.375	4	19.3866	0.627555	1.48989	2.3771	-0.207912	1.49543	1.94086e-005	1.94244e-005	1.29744	
1.1	0	1	2.16355e-005	0.235076	5.33968e-013	0.152061	0	4.22882e-012	1.25896e-013	0.644947	6.12986e-014	7.21778e-006	8.1296e-012	0.242864	1.8692	1.31203e-008	4.0654	2.16355e-005	-14.549	2.16665e-005	5.34814	0	10	0.907333	0	0	0	3.75	0.375	5	19.3866	0.627505	1.49715	2.37581	-0.207912	1.49543	1.95753e-005	1.95913e-005	1.29615	
1	0.9	1	1.11991e-005	0.233468	4.28667e-013	0.156366	0	4.25795e-012	1.00377e-013	0.667775	5.49991e-014	3.73605e-006	3.927e-012	0.271312	1.82892	1.00958e-008	4.08554	1.11991e-005	-14.8614	1.12182e-005	5.45231	0	10	1.24	0	0	0	3.21429	0.321429	6	19.3869	0.630487	1.62357	2.46104	-0.207912	1.49549	1.01327e-005	1.01407e-005	1.38134	
1.1	0.9	1	1.16804e-005	0.23354	4.34743e-013	0.15615	0	4.25664e-012	1.01831e-013	0.666646	5.54791e-014	3.8966e-006	4.10902e-012	0.269895	1.83082	1.0259e-008	4.08459	1.16804e-005	-14.846	1.17001e-005	5.44718	0	10	1.2278	0	0	0	2.91667	0.291667	7	19.3869	0.630353	1.62695	2.4568	-0.207912	1.49549	1.05681e-005	1.05765e-005	1.37711	
0	0.298	-99999	6.55491e-008	0.231799	7.70477e-014	0.16224	0	4.2886e-012	1.79126e-014	0.697847	1.13632e-014	2.1872e-008	2.12244e-014	0.309326	0.457636	4.44387e-010	0.271182	6.55491e-008	-3.7542	6.60607e-008	1.74992	0	1	1.58385	0	0	0	0.25	0.25	8	19.3881	0.633602	1.00201	2.57447	-0.207913	1.49556	5.93073e-008	5.93551e-008	1.49474	
0	0.402	-99999	4.31994e-008	0.231797	6.70506e-014	0.162252	0	4.28865e-012	1.55882e-014	0.697907	9.89148e-015	1.44155e-008	1.39866e-014	0.309402	0.457618	3.86698e-010	0.271191	4.31994e-008	-3.7549	4.36333e-008	1.75016	0	1	1.58451	0	0	0	0.25	0.25	9	19.3881	0.633607	1.00503	2.5747	-0.207913	1.49556	3.90858e-008	3.91171e-008	1.49496	
