x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	
0	0	-99999	0.273963	0.0930198	1.4416e-010	0.00398776	0	1.06869e-011	1.34495e-011	0.0427433	1.21744e-014	0.0913211	1.50565e-008	0.277877	0.620617	7.28685e-008	0.189692	0.273963	-2.37653	0.273964	0.883498	0	1	4.07754	0	0	0	0.25	0.25	0	18.9398	1.03014	0.962377	0.506067	-0.207913	-0.548473	0.274236	0.274236	0.647658	
2.1	0	-99999	0.149173	0.112436	7.29036e-011	0.00786488	0	8.8414e-012	8.22132e-012	0.0697428	2.21265e-014	0.0497242	1.29642e-008	0.237207	0.60172	6.30968e-008	0.19914	0.149173	-2.25349	0.149173	0.800887	0	1	5.03165	0	0	0	0.25	0.25	1	19.0197	0.947807	0.834692	0.336487	-0.207913	-0.301295	0.150647	0.150647	0.60167	
2.1	1	-99999	0.154617	0.110882	7.66106e-011	0.00742705	0	8.96531e-012	8.51997e-012	0.0667833	2.07015e-014	0.0515391	1.30896e-008	0.236444	0.604381	6.38752e-008	0.19781	0.154617	-2.23473	0.154617	0.796447	0	1	5.03305	0	0	0	0.25	0.25	2	19.0135	0.953851	0.886183	0.338591	-0.207913	-0.312093	0.156046	0.156046	0.598374	
0	1	-99999	0.279332	0.0945958	1.38108e-010	0.00432364	0	1.05089e-011	1.31032e-011	0.0455714	1.38994e-014	0.0931108	1.56607e-008	0.285576	0.615413	7.28025e-008	0.192294	0.279332	-2.44002	0.279333	0.906452	0	1	5.01713	0	0	0	0.25	0.25	3	18.948	1.02284	1.68129	0.579389	-0.207912	-0.559386	0.279693	0.279693	0.715523	
1	0	1	0.137212	0.116375	6.44965e-011	0.00910392	0	8.5422e-012	7.52801e-012	0.0779981	2.64546e-014	0.0457374	1.26655e-008	0.241317	2.54748	2.62039e-007	3.72626	0.137212	-12.888	0.137213	4.34173	0	10	4.14293	0	0	0	3.75	0.375	4	19.0353	0.932856	0.659696	0.338627	-0.207913	-0.277627	0.138813	0.138813	0.615644	
1.1	0	1	0.135867	0.116585	6.39916e-011	0.00916345	0	8.52681e-012	7.48255e-012	0.0783668	2.65735e-014	0.0452891	1.25954e-008	0.240983	2.54627	2.61273e-007	3.72686	0.135867	-12.8891	0.135868	4.34165	0	10	4.13943	0	0	0	3.75	0.375	5	19.036	0.932073	0.65974	0.336563	-0.207913	-0.27496	0.137479	0.137479	0.614913	
1	0.9	1	0.214678	0.0984015	1.16655e-010	0.00470915	0	1.01024e-011	1.15131e-011	0.047715	1.29551e-014	0.0715592	1.40011e-008	0.247098	2.72166	3.06117e-007	3.63917	0.214678	-12.5574	0.214678	4.25735	0	10	3.99572	0	0	0	3.21429	0.321429	6	18.9618	1.00571	1.18501	0.388944	-0.207913	-0.431047	0.215523	0.215523	0.589249	
1.1	0.9	1	0.211073	0.0989405	1.14425e-010	0.00480012	0	1.00474e-011	1.13548e-011	0.0483717	1.31672e-014	0.0703576	1.39552e-008	0.245758	2.71851	3.04873e-007	3.64074	0.211073	-12.5563	0.211073	4.25579	0	10	4.17417	0	0	0	2.91667	0.291667	7	18.9641	1.00334	1.1696	0.386849	-0.207913	-0.423908	0.211954	0.211953	0.590724	
0	0.298	-99999	0.29861	0.000700026	0.201783	4.057e-023	0	1.42008e-009	0.000141673	5.77835e-020	0	0.00817187	0.0240566	2.7957e-024	0.99993	7.00395e-005	1.17543e-014	0.29861	0.274305	0.29868	0.00817187	0	1	0	0	0	0	0.25	0.25	8	16.8166	3.1536	0.999439	-0.109064	-0.207913	-0.597231	0.298616	0.298616	0.0081482	
0	0.402	-99999	0.298783	0.000700461	0.202326	3.78385e-023	0	1.4192e-009	0.000142142	5.38597e-020	0	0.00770248	0.0244023	2.41988e-024	0.99993	7.03588e-005	1.09426e-014	0.298783	0.275887	0.298853	0.00770248	0	1	0	0	0	0	0.25	0.25	9	16.8169	3.15333	1.00332	-0.109361	-0.207913	-0.597573	0.298787	0.298787	0.0076811	
