x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
0	0	-99999	0.305573	0.00106963	0.0100941	0	0.0020477	9.29384e-010	1.0829e-005	0	0	0	0.000208912	0	0.999896	1.24987e-005	0	0.305573	2.07776	0.0107442	0	0.0020477	0.999909	0	99.9891	0.69357	0	0.25	0.250023	0	18.1424	2.96948	1	0.095782	-0.165438	-0.0135074	0.302044	0.170101	-0.0110774	0.0020959	
2.1	0	-99999	0.299113	0.12574	1.19013e-011	0.00999902	0	7.90599e-012	1.50091e-012	0.0792866	4.74564e-015	0.000430164	1.72559e-010	0.156725	0.618046	1.47971e-008	0.190977	0.299113	-1.77856	0.00129051	0.594143	0	1	17.6157	99.9999	0	0	0.25	0.25	1	19.1997	0.899242	0.985501	-0.00893238	-0.20791	-8.4541e-007	0.299113	0.00124328	0.403165	-4.28304e-006	
2.1	1	-99999	0.30356	0.123559	1.59106e-014	0.00948789	0	8.04548e-012	1.97173e-015	0.0765611	5.81307e-018	9.09355e-013	3.46138e-019	0.162304	0.618301	1.87784e-011	0.191056	0.30356	-1.82461	2.15243e-011	0.601714	0	1.00041	5.97783	100.041	0	0	0.25	0.249897	2	20.3083	0.906838	2.05968	-0.0875371	-0.106945	-0.0230797	0.304275	-0.0835256	0.402099	-0.00186495	
0	1	-99999	0.299607	0.142651	3.41653e-011	0.018698	0	6.96871e-012	4.88817e-012	0.130688	5.37756e-014	0.031525	1.44192e-008	0.199704	0.575628	5.77693e-008	0.212164	0.299607	-2.09606	0.0945751	0.792482	0	0.999955	17.955	99.9953	0	0	0.25	0.250011	3	20.0501	0.844439	2.01352	0.437678	-0.200606	-0.00346061	0.299844	0.0899475	0.582449	-0.00974134	
1	0	1	0.299113	0.127241	1.46072e-011	0.0106723	0	7.81269e-012	1.86414e-012	0.0836266	6.75373e-015	0.00089016	3.59256e-010	0.162366	2.66812	8.12453e-008	3.66594	0.299113	-12.2496	0.00267056	4.08586	0	10	20.7897	99.9999	0	0	3.75	0.375	4	19.2272	0.894087	1.00001	0.0127178	-0.207909	-9.9893e-007	0.299113	0.00267018	0.420536	-4.62487e-006	
1.1	0	1	0.299113	0.125959	1.51137e-011	0.0100768	0	7.89219e-012	1.90936e-012	0.0797642	6.12543e-015	0.000894051	3.59626e-010	0.156965	2.69878	8.24848e-008	3.65061	0.299113	-12.1578	0.00268224	4.05528	0	10	24.7738	100	0	0	3.75	0.375	5	19.1885	0.898484	1.00002	-0.00308011	-0.20791	2.32267e-008	0.299113	0.00268202	0.404701	-2.36555e-006	
1	0.9	1	0.267782	0.569569	1.42885e-011	0.00729847	0.00392594	1.74535e-012	8.16243e-012	0.0127761	5.26275e-018	0.22876	0.00108606	4.71078e-007	9.31773	2.48931e-005	0.340903	0.267782	0.460056	0.689564	0.589739	0.00392594	9.99956	0	99.2493	0	0	3.21429	0.321443	6	20.0816	0.243168	0.965107	2.29545	-0.205462	0.179142	0.263298	0.77927	0.185514	0.00395758	
1.1	0.9	1	0.263118	0.454342	1.24892e-011	0.0283265	0.00352802	2.18799e-012	5.69119e-012	0.0621619	6.64198e-016	0.240066	7.56595e-005	4.32836e-005	7.03132	8.3342e-006	1.4843	0.263118	-3.10001	0.720433	1.81494	0.00352802	9.99992	0	99.0316	0	0	2.91667	0.291669	7	20.1143	0.341331	1.03545	2.40724	-0.207281	0.199399	0.259236	0.797269	0.227206	0.00355218	
0	0.298	-99999	4.01789e-006	0.23185	2.20348e-012	0.162286	2.03703e-007	4.28767e-012	5.12392e-013	0.697891	3.24966e-013	0.0005122	4.97543e-010	0.308961	0.457696	1.27189e-008	0.271151	4.01789e-006	-3.74914	0.00153661	1.74976	2.03703e-007	0.999998	0.769761	0	0	0	0.25	0.25	8	19.3962	0.633507	1	2.57907	-0.207821	1.49555	3.82264e-006	0.00152022	1.49461	1.76783e-007	
0	0.402	-99999	4.85572e-006	0.231884	2.6311e-012	0.162326	2.31014e-007	4.28703e-012	6.1192e-013	0.697959	3.88085e-013	0.000872742	8.48314e-010	0.308746	0.457728	1.51951e-008	0.271136	4.85572e-006	-3.74596	0.00261824	1.74978	2.31014e-007	0.999999	0.769637	0	0	0	0.25	0.25	9	19.3894	0.633443	1	2.58233	-0.207854	1.49554	4.63236e-006	0.00262142	1.49464	2.00135e-007	
0.298	1	-99999	2.32515e-005	0.231951	3.19962e-012	0.162382	7.43244e-007	4.2858e-012	7.44354e-013	0.697999	4.71887e-013	0.00157187	1.52998e-009	0.308251	0.457811	1.84976e-008	0.271094	2.32515e-005	-3.73905	0.00471563	1.74955	7.43244e-007	1	0.76881	0	0	0	0.25	0.25	10	19.3891	0.633318	2	2.58824	-0.207889	1.49545	2.22034e-005	0.00471051	1.49443	6.61588e-007	
