x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
0	0	-99999	0.299155	0.156584	4.22657e-011	0.0239778	0	6.34862e-012	6.63777e-012	0.152678	9.66357e-014	0.111114	6.93236e-008	0.155822	0.580977	9.53973e-008	0.209536	0.299155	-1.42682	0.333343	0.80895	0	1.00005	12.4205	100.005	0	0	0.25	0.249988	0	20.144	0.803965	1	1.19042	-0.202739	2.202e-009	0.299141	0.333207	0.611999	-0.0157169	
2.1	0	-99999	0.292469	0.140519	4.88407e-011	0.013956	0	7.07444e-012	6.88341e-012	0.0990234	3.39493e-014	0.0647218	3.62357e-008	0.125496	0.618042	8.47523e-008	0.190979	0.292469	-1.27652	0.194166	0.619672	0	1	18.0036	99.9999	0	0	0.25	0.25	1	19.3965	0.850978	0.963845	0.592182	-0.207901	-1.42157e-006	0.292644	0.193166	0.428513	-2.49194e-005	
2.1	1	-99999	0.299147	0.12977	3.88639e-011	0.0109916	0	7.66046e-012	5.05831e-012	0.0844507	1.81449e-014	0.0186809	8.23767e-009	0.147142	0.618047	5.31168e-008	0.190978	0.299147	-1.63003	0.0560427	0.599385	0	1	12.3991	100	0	0	0.25	0.249999	2	19.8602	0.885541	2.05983	0.157397	-0.206689	9.27786e-009	0.299146	0.055464	0.407084	-0.002695	
0	1	-99999	0.285395	0.152583	4.7814e-011	0.0183954	0	6.5151e-012	7.31725e-012	0.120203	5.47484e-014	0.111277	7.74761e-008	0.112814	0.613068	1.05373e-007	0.193466	0.285395	-1.00542	0.333831	0.668969	0	1	13.7693	99.9999	0	0	0.25	0.25	3	20.0779	0.815207	1.92141	1.0652	-0.202978	-4.44721e-006	0.285693	0.33453	0.477479	-0.00990723	
1	0	1	0.290454	0.140165	4.86164e-011	0.0138886	1.40002e-006	7.09231e-012	6.83453e-012	0.0987944	3.36443e-014	0.062888	3.48481e-008	0.126822	2.6985	3.65569e-007	3.65075	0.290454	-11.6739	0.188664	4.07996	1.40002e-006	10	20.5678	100	0	0	3.75	0.375	4	19.1641	0.852074	0.971652	0.575548	-0.207912	-1.71565e-006	0.290631	0.187419	0.429119	1.8211e-006	
1.1	0	1	0.283373	0.142402	4.91319e-011	0.014537	3.68766e-008	6.98088e-012	7.01725e-012	0.101782	3.65957e-014	0.072383	4.21403e-008	0.122407	2.70064	3.87728e-007	3.64968	0.283373	-11.5981	0.21715	4.08319	3.68766e-008	10	24.7499	100	0	0	3.75	0.375	5	19.141	0.845197	0.94848	0.665937	-0.207912	-3.12223e-006	0.283696	0.216143	0.433338	4.70758e-008	
1	0.9	1	0.299092	0.132126	3.9566e-011	0.0118268	0.00550155	7.52381e-012	5.24322e-012	0.0892463	2.14129e-014	0.0227926	1.04063e-008	0.147506	2.6798	2.47479e-007	3.66012	0.299092	-12.0264	0.0683781	4.079	0.00550155	10	10.2471	99.7046	0	0	3.21429	0.321427	6	19.164	0.877724	0.964995	0.205571	-0.208157	-4.49512e-009	0.299091	0.065707	0.417697	0.00707049	
1.1	0.9	1	0.299007	0.131876	4.11232e-011	0.0115355	0.00641691	7.53809e-012	5.43925e-012	0.0872134	2.08085e-014	0.0247722	1.14646e-008	0.142474	2.70165	2.57846e-007	3.64917	0.299007	-11.9435	0.0743169	4.05764	0.00641691	9.99999	10.4812	99.6545	0	0	2.91667	0.291667	7	19.1786	0.878547	1.03485	0.212699	-0.207862	-3.18075e-008	0.299009	0.0714555	0.405811	0.00824968	
0	0.298	-99999	0.299113	0.163803	2.81059e-009	1.67545e-012	0.195791	6.06883e-012	4.6175e-010	1.01982e-011	0	2.73412e-006	0.0319928	5.30492e-022	0.999987	1.24998e-005	3.78922e-011	0.299113	4.45692	0.0959992	2.73417e-006	0.195791	1	0	75.3939	1.32831	0	0.25	0.25	8	19.1678	0.784391	1	-0.116129	-0.207891	1.25915e-009	0.299113	0.000292042	2.73339e-006	0.298776	
0	0.402	-99999	0.299113	0.163804	2.81054e-009	2.46217e-012	0.195789	6.0688e-012	4.61744e-010	1.49867e-011	0	4.01783e-006	0.031993	1.1456e-021	0.999987	1.24998e-005	5.56839e-011	0.299113	4.44625	0.0960036	4.0179e-006	0.195789	1	0	75.3798	1.32474	0	0.25	0.25	9	19.1678	0.784389	1	-0.116085	-0.207891	1.24741e-009	0.299113	0.000315812	4.01748e-006	0.298748	
