x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
0	0	-99999	0.000188106	0.231834	4.6293e-013	0.513425	0.000143039	4.28796e-012	1.07641e-013	2.20808	2.16248e-012	1.50223e-005	4.61054e-012	3.09409	0.293646	1.71402e-009	0.353177	0.000188106	-27.7885	4.50685e-005	9.26288	0.000143039	1	5.66617	100	0	0	0.25	0.25	0	19.6619	0.633537	-0.00116225	8.50477	-0.207871	-9.89798e-005	-0.000347637	-0.000160255	8.92128	-0.000187382	
2.1	0	-99999	0	0.231857	0	0.513791	0	4.28754e-012	0	2.20944	0	0	0	3.0961	0.293595	0	0.353202	0	-27.806	0	9.26863	0	1	5.66632	100	0	0	0.25	0.25	1	19.6619	0.633494	3.25679e-020	8.49534	-0.207906	-9.88633e-005	1.13432e-020	8.94546e-021	8.91125	2.08174e-021	
2.1	1	-99999	0	0.231857	0	0.513792	0	4.28754e-012	0	2.20944	0	0	0	3.0961	0.293595	0	0.353202	0	-27.806	0	9.26863	0	1	5.66632	100	0	0	0.25	0.25	2	19.662	0.633494	-5.00483e-013	8.49534	-0.207906	-9.88633e-005	-7.15619e-014	-2.43134e-014	8.91126	-4.65049e-014	
0	1	-99999	1.34455e-007	0.231857	3.86027e-014	0.513791	5.11315e-007	4.28754e-012	8.97683e-015	2.20943	1.8064e-013	8.72005e-009	2.67596e-015	3.0961	0.293595	1.42945e-010	0.353202	1.34455e-007	-27.806	2.63033e-008	9.26863	5.11315e-007	1	5.66632	100	0	0	0.25	0.25	3	19.7134	0.633494	2.39515e-005	8.49523	-0.207911	-9.88635e-005	3.30766e-006	3.55148e-007	8.91115	2.9523e-006	
1	0	1	0	0.265082	0	1.33433	0	3.75014e-012	0	5.01876	0	0	0	7.15281	0.803591	0	4.5982	0	-75.7707	0	25.2569	0	10	6.25442	100	0	0	3.75	0.375	4	20.1895	0.575333	-1.75404e-014	20.0901	-0.207895	-2.70965e-005	-1.28953e-014	-5.60858e-015	20.506	-9.17058e-015	
1.1	0	1	0	0.270002	0	1.52295	0	3.68181e-012	0	5.62384	0	0	0	8.04327	0.774444	0	4.61278	0	-83.5384	0	27.8461	0	10	6.32618	100	0	0	3.75	0.375	5	20.304	0.567347	8.43147e-016	22.8015	-0.207893	-1.03207e-005	1.34206e-016	4.98422e-017	23.2173	8.56327e-017	
1	0.9	1	9.7674e-005	0.235279	3.92913e-013	0.569853	6.52295e-005	4.22517e-012	9.27186e-014	2.41487	2.36572e-012	1.08141e-005	3.2671e-012	3.38729	1.01627	5.26262e-009	4.49187	9.7674e-005	-42.7535	3.24477e-005	14.2512	6.52295e-005	10	5.75216	100	0	0	3.21429	0.321428	6	19.7022	0.62713	0.00106706	9.27127	-0.20794	-9.3999e-005	0.000159586	5.03479e-005	9.68699	0.000109238	
1.1	0.9	1	0	0.238395	5.56444e-015	0.625518	0	4.16994e-012	1.33047e-015	2.61611	4.20401e-014	3.55383e-011	1.05846e-017	3.67363	0.990735	7.55816e-011	4.50463	0	-45.2807	1.82245e-010	15.0935	0	10	5.84346	100	0	0	2.91667	0.291667	7	20.1678	0.621416	-0.0010932	10.0218	-0.207837	-8.95448e-005	-0.000163495	-5.4791e-005	10.4378	-0.000108705	
0	0.298	-99999	0.298864	0.161116	1.52941e-011	0.0210251	0.283341	6.17007e-012	2.47142e-012	0.130111	2.10331e-014	0.00517439	4.36894e-009	0.0953619	0.61813	4.00092e-008	0.190935	0.298864	-1.284	0.0155232	0.537969	0.283341	1	2.54326	99.8685	0	0	0.25	0.25	8	19.1764	0.791576	0.99934	-0.103122	-0.207892	-6.40402e-008	0.298915	0.000760426	0.0122276	0.298155	
0	0.402	-99999	0.29882	0.161111	1.52888e-011	0.0210232	0.283316	6.17026e-012	2.47049e-012	0.130103	2.10226e-014	0.00516795	4.3631e-009	0.0953677	0.61813	3.99918e-008	0.190935	0.29882	-1.28407	0.0155039	0.537965	0.283316	1	2.5533	99.8686	0	0	0.25	0.25	9	19.1764	0.79159	0.999211	-0.102449	-0.207892	-7.67449e-008	0.298877	0.000750891	0.0129585	0.298126	
0.298	1	-99999	0.29859	0.16108	1.53025e-011	0.0210113	0.283065	6.17143e-012	2.47224e-012	0.130054	2.10216e-014	0.00517498	4.36655e-009	0.0954039	0.61813	4.00048e-008	0.190935	0.29859	-1.28431	0.015525	0.537983	0.283065	1	2.64734	99.8691	0	0	0.25	0.25	10	19.1763	0.791672	1.99703	-0.0974295	-0.207892	-1.45592e-007	0.298669	0.000845641	0.0179965	0.297823	
0.402	1	-99999	0.2991	0.161154	1.52238e-011	0.0210401	0.283764	6.16861e-012	2.46065e-012	0.130173	2.09614e-014	0.00511193	4.31929e-009	0.0953165	0.618131	3.98539e-008	0.190935	0.2991	-1.28391	0.0153359	0.537893	0.283764	1	2.36404	99.8673	0	0	0.25	0.25	11	19.1765	0.791473	1.99995	-0.108386	-0.207892	-1.38077e-009	0.299105	0.000466744	0.00736117	0.298638	
2.1	0.402	-99999	0	0.231857	0	0.513791	0	4.28754e-012	0	2.20943	0	0	0	3.0961	0.293595	0	0.353202	0	-27.8059	0	9.26862	0	1	5.66631	100	0	0	0.25	0.25	12	19.6635	0.633495	3.62814e-016	8.49533	-0.207905	-9.88631e-005	7.9138e-020	4.31636e-018	8.91124	-4.22611e-018	
2.1	0.198	-99999	0	0.231857	0	0.513792	0	4.28754e-012	0	2.20944	0	0	0	3.0961	0.293595	0	0.353202	0	-27.806	0	9.26863	0	1	5.66632	100	0	0	0.25	0.25	13	19.6622	0.633494	-2.39341e-018	8.49535	-0.207906	-9.88633e-005	-1.10318e-019	-2.06722e-020	8.91126	-9.34679e-020	
1.25	1	-99999	0.00506818	0.231445	1.61162e-012	0.507039	0.00320287	4.29516e-012	3.74108e-013	2.18427	7.29972e-012	0.000621764	1.91296e-010	3.05838	0.294557	5.95555e-009	0.352722	0.00506818	-27.4755	0.0018653	9.16141	0.00320287	1	5.66838	99.9998	0	0	0.25	0.25	14	19.6571	0.634265	0.0851755	8.18229	-0.20791	-9.44224e-005	0.0127385	0.00461635	8.57624	0.00812218	
0.825	1	-99999	0.122038	0.214727	5.9412e-012	0.291846	0.0821863	4.62957e-012	1.27952e-012	1.35513	6.92635e-012	0.0132839	4.52817e-009	1.84592	0.336484	2.00283e-008	0.331758	0.122038	-16.8499	0.0398518	5.68386	0.0821863	1	5.60965	99.9892	0	0	0.25	0.25	15	19.4906	0.666827	1.04477	4.19945	-0.207905	-4.72184e-005	0.156252	0.0486445	4.36177	0.107607	
0.269386	0.35	-99999	0.0835042	0.22088	4.69929e-012	0.35965	0.0562945	4.50061e-012	1.04106e-012	1.62344	9.15712e-012	0.0090699	2.97229e-009	2.23618	0.320111	1.64038e-008	0.339945	0.0835042	-20.2755	0.0272097	6.80446	0.0562945	1	5.62768	99.9925	0	0	0.25	0.25	16	19.5453	0.654558	0.35799	5.53182	-0.207908	-6.34728e-005	0.107079	0.0332904	5.77404	0.073789	
1.1	0.4	1	5.4534e-014	0.269574	1.24347e-019	1.50564	3.73941e-014	3.68766e-012	3.36201e-020	5.56876	8.01319e-018	1.56078e-024	4.03751e-031	7.96201	0.776925	1.9151e-015	4.61154	5.4534e-014	-82.8299	1.92327e-015	27.61	3.73941e-014	10	6.32128	100	0	0	3.75	0.375	17	20.297	0.568037	2.1129e-012	22.5405	-0.207893	-1.19337e-005	3.104e-013	1.16205e-013	22.9563	1.99388e-013	
1	0.45	1	0	0.263025	1.37885e-017	1.26173	0	3.77947e-012	3.63749e-018	4.7828	5.76952e-016	1.61626e-018	4.30486e-025	6.80692	0.816225	2.07235e-013	4.59189	0	-72.7508	2.07834e-013	24.2503	0	10	6.23457	100	0	0	4	0.4	18	20.1495	0.578717	-5.36248e-011	18.9597	-0.207896	-3.41233e-005	-7.99387e-012	-2.45727e-012	19.3756	-5.9833e-012	
1.0375	1	-99999	0.0326367	0.227938	3.13686e-012	0.453352	0.0210672	4.36125e-012	7.17131e-013	1.98305	1.07956e-011	0.00385649	1.21085e-009	2.7627	0.302695	1.13788e-008	0.348653	0.0326367	-24.8872	0.0115695	8.3143	0.0210672	1	5.65688	99.9982	0	0	0.25	0.25	19	19.618	0.640897	0.372946	6.96447	-0.207946	-8.04007e-005	0.0557764	0.0192855	7.2861	0.0364909	
