x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
0	0	-99999	0.299028	0.0015284	0	9.49442e-012	0	6.50414e-010	0	6.19361e-009	0	0	0	0.000296503	0.999583	0	0.000264083	0.299028	-0.00163587	0	0.000857095	0	1.00011	0	100.011	0	0	0.25	0.249972	0	18.2004	2.81448	1	-0.454742	-0.191273	-0.00175023	0.299553	-0.0167206	-0.00206277	-0.0181657	
2.1	0	-99999	0.299113	0.125822	1.46599e-011	0.0100186	0	7.90083e-012	1.85e-012	0.0793902	5.86476e-015	0.000807656	3.24623e-010	0.156521	0.618045	1.82626e-008	0.190977	0.299113	-1.77544	0.00242299	0.594236	0	1	17.6167	99.9999	0	0	0.25	0.25	1	19.1976	0.898959	0.985502	-0.00527116	-0.20791	7.04269e-009	0.299113	0.00242389	0.403284	-4.13791e-006	
2.1	1	-99999	0.299118	0.126692	2.61333e-011	0.0102279	0	7.84657e-012	3.32069e-012	0.0804919	1.08212e-014	0.00480135	1.97013e-009	0.154378	0.618046	3.32356e-008	0.190977	0.299118	-1.74255	0.0144041	0.595255	0	1	6.2006	100	0	0	0.25	0.25	2	19.8027	0.895966	2.05969	0.0265055	-0.207065	7.91112e-009	0.299117	0.0143947	0.39922	-0.00176588	
0	1	-99999	0.299139	0.142569	3.60708e-011	0.0181832	0	6.97271e-012	5.15785e-012	0.127162	5.23329e-014	0.0359954	1.68719e-008	0.189726	0.580149	6.13648e-008	0.209926	0.299139	-1.9882	0.107986	0.770719	0	1	17.848	100	0	0	0.25	0.25	3	20.0472	0.844688	2.01352	0.472389	-0.20313	1.65019e-005	0.299135	0.108105	0.564096	-0.00977521	
1	0	1	0.299113	0.126787	1.47894e-011	0.0104576	0	7.84069e-012	1.88066e-012	0.0822381	6.52632e-015	0.000892449	3.59769e-010	0.160425	2.67896	8.17115e-008	3.66052	0.299113	-12.2168	0.00267743	4.07496	0	10	20.7797	99.9999	0	0	3.75	0.375	4	19.2068	0.89564	1.00001	0.00692598	-0.20791	8.32021e-009	0.299113	0.00267721	0.414722	-3.23646e-006	
1.1	0	1	0.299113	0.125944	1.51293e-011	0.0100698	0	7.89315e-012	1.91109e-012	0.0797181	6.12187e-015	0.000895748	3.60296e-010	0.156899	2.69916	8.2551e-008	3.65042	0.299113	-12.1566	0.00268733	4.0549	0	10	24.7729	100	0	0	3.75	0.375	5	19.1927	0.898537	1.00002	-0.00325349	-0.20791	1.61943e-008	0.299113	0.00268712	0.404512	-2.63976e-006	
1	0.9	1	0.299016	0.0238671	2.47494e-009	3.12745e-006	0.00231431	4.16512e-011	5.9245e-011	0.000130648	2.32621e-020	0.00157069	9.42177e-011	0.0090986	7.45694	2.53905e-007	1.27149	0.299016	-3.85723	0.00471232	1.29139	0.00231431	9.99991	0	99.2623	0	0	3.21429	0.321431	6	18.3378	1.62091	0.965107	-0.375283	-0.207426	0.000796325	0.298956	0.0058824	0.0186777	0.00244859	
1.1	0.9	1	0.299174	0.0357018	8.29579e-010	2.00626e-005	0.00351344	2.78444e-011	2.97053e-011	0.000560289	4.11127e-019	0.00189987	1.99025e-010	0.0149367	6.40465	2.44663e-007	1.79766	0.299174	-5.46973	0.00569986	1.83001	0.00351344	9.99997	0	99.0417	0	0	2.91667	0.291668	7	18.5147	1.44602	1.03545	-0.372157	-0.207734	-0.000811291	0.299276	0.00341873	0.0299868	0.00388074	
0	0.298	-99999	0.000248669	0.240822	3.31375e-012	0.179006	0.206397	4.12793e-012	8.0039e-013	0.741115	5.63448e-013	0.00223672	2.4737e-009	0.27744	0.460248	2.15547e-008	0.269876	0.000248669	-1.34534	0.00671019	1.74711	0.206397	1	0.134548	0	0	2.1816	0.25	0.25	8	19.4104	0.617018	1	2.59297	-0.207892	1.49458	0.000197506	0.00600747	1.49328	0.00288196	
0	0.402	-99999	0.000293137	0.240872	3.56508e-012	0.17904	0.206354	4.12707e-012	8.61274e-013	0.741101	6.06022e-013	0.00278807	3.08674e-009	0.277083	0.460319	2.32076e-008	0.26984	0.000293137	-1.34319	0.00836424	1.74693	0.206354	1	0.134641	0	0	2.17851	0.25	0.25	9	19.411	0.616928	1	2.59886	-0.207892	1.49438	0.000235939	0.00788564	1.49316	0.00344073	
0.298	1	-99999	0.000523059	0.240917	3.85035e-012	0.178973	0.206315	4.12629e-012	9.30367e-013	0.740685	6.53287e-013	0.00351368	3.89595e-009	0.276457	0.46047	2.50871e-008	0.269765	0.000523059	-1.36664	0.0105411	1.74585	0.206315	1	0.134429	0	0	2.14637	0.25	0.25	10	19.4111	0.616846	2	2.60545	-0.207892	1.49334	0.000443975	0.0112995	1.49221	0.00178362	
0.402	1	-99999	1.33274e-005	0.240647	1.88874e-012	0.179006	0.206546	4.13092e-012	4.55867e-013	0.741654	3.22082e-013	0.000412961	4.54733e-010	0.279053	0.459898	1.22495e-008	0.270051	1.33274e-005	-1.19555	0.0012389	1.74923	0.206546	1	0.135774	0	0	2.35334	0.25	0.25	11	19.4105	0.617333	2	2.58052	-0.207892	1.49552	7.98171e-006	0.000597531	1.49491	0.00407532	
2.1	0.402	-99999	0.299112	0.00442058	8.53463e-005	4.21556e-017	0.00230391	2.24879e-010	3.78399e-007	9.50802e-015	0	0.00102172	0.000183562	1.19364e-018	0.999993	7.46044e-006	4.85074e-011	0.299112	0.0103658	0.00370903	0.00102172	0.00230391	1	0	99.3191	0	0	0.25	0.25	12	-1.06511	2.35323	2.00435	-0.401556	-0.207913	1.30975e-009	0.299112	0.00359217	0.00102404	0.00246988	
2.1	0.198	-99999	0.299113	0.129257	1.83121e-011	0.0116159	0	7.69086e-012	2.37398e-012	0.0896011	1.02518e-014	0.00203274	8.28283e-010	0.169621	0.606564	2.42727e-008	0.196718	0.299113	-1.89933	0.00609826	0.639209	0	1	16.319	99.9994	0	0	0.25	0.25	13	19.1195	0.887261	1.00022	0.0460851	-0.207912	2.97248e-009	0.299113	0.00611997	0.443553	-2.05574e-006	
1.25	1	-99999	0.294082	0.135953	4.91588e-009	5.9097e-009	0.0883786	7.31206e-012	6.70309e-010	4.33402e-008	2.96114e-031	0.0244863	0.0265533	2.93105e-014	0.999987	1.24998e-005	2.33769e-007	0.294082	90.1157	0.153131	0.0244866	0.0883786	1	0	77.1422	29.9607	0	0.25	0.25	14	19.0874	0.865326	2.04695	0.73486	-0.207914	0.0634082	0.286431	0.313801	0.0605866	0.0852907	
0.825	1	-99999	0.177259	1.39173	4.58253e-012	0.0147177	0.0345871	7.1429e-013	6.39653e-012	0.0105439	3.88264e-019	0.542466	0.271821	1.50748e-009	0.998904	1.24863e-005	0.000541534	0.177259	186.889	2.44287	0.568269	0.0345871	1	0	65.1838	60.3858	0	0.25	0.25	15	20.1428	-0.14484	1.99937	9.79072	-0.207907	0.780663	0.14298	2.891	0.723129	0.0297401	
0.269386	0.35	-99999	0.215928	1.02649	1.1421e-011	0.00229667	0.0467589	9.68444e-013	1.17583e-011	0.00223079	1.24251e-020	0.38782	0.200486	4.19146e-010	0.999566	1.24946e-005	0.000210891	0.215928	151.075	1.76493	0.392558	0.0467589	1	0	69.912	48.9765	0	0.25	0.25	16	19.9898	-0.0126396	1	7.05831	-0.207911	0.534053	0.192302	2.13287	0.499754	0.0417117	
