x	y	p4f	X1	X2	X3	X4	X5	C1	C2	C3	C4	C5	C6	C7	S	CS1	CS2	TOT_{X1}	TOT_{X2}	TOT_{X3}	TOT_{X4}	TOT_{X5}	TOT_S	CC	X5_{DEC}	CP1	CP2	totmolS	solnVol	cellNo	pe	pH	p4f	H*	O*	Charge	[X1]	[X3]	[X4]	[X5]	
0	0	-99999	0.14139	1.65422	2.7289e-012	0.0442284	0.000115668	6.00945e-013	4.52758e-012	0.0266577	3.14364e-018	0.687125	0.32309	3.41709e-009	0.998053	1.24757e-005	0.000967447	0.14139	11.9311	3.03066	0.758979	0.000115668	1	0	99.9962	1.44661	0	0.25	0.25	0	21.262	-0.219879	1	10.2961	-0.196037	0.800941	0.138989	3.04727	0.769074	0.000113657	
2.1	0	-99999	0.298709	0.127371	2.35311e-011	0.0105508	0	7.8047e-012	3.00608e-012	0.0825903	1.04696e-014	0.00369407	1.51733e-009	0.157397	0.615471	3.02838e-008	0.19226	0.298709	-1.7764	0.0110822	0.603889	0	0.999991	17.6178	99.999	0	0	0.25	0.250002	1	-0.15235	0.893642	0.985502	0.0344952	-0.20737	0.00210916	0.298694	0.0116251	0.412203	-2.25676e-005	
2.1	1	-99999	0.296618	0.140256	4.53661e-011	0.0143346	0	7.08769e-012	6.38175e-012	0.1019	3.44278e-014	0.0528777	2.85007e-008	0.134395	0.612506	7.75809e-008	0.193747	0.296618	-1.40654	0.158633	0.63165	0	1	5.68802	100	0	0	0.25	0.25	2	19.9104	0.851791	2.05968	0.607039	-0.206401	0.0210122	0.294919	0.186978	0.440921	-0.000393629	
0	1	-99999	0.323779	0.121358	5.06138e-015	0.0101714	0	8.19143e-012	6.1606e-016	0.0835651	2.4482e-018	2.92052e-014	9.30937e-021	0.215383	0.597031	5.4653e-012	0.201592	0.323779	-2.29004	5.5586e-012	0.726094	0	1.00022	18.0611	100.021	0	0	0.25	0.249946	3	20.4596	0.914646	2.01352	-0.0261378	0.216623	-0.113635	0.324135	-0.287032	0.527136	-0.00743872	
1	0	1	0.299682	0.126958	4.02736e-013	0.0106402	1.07934e-006	7.83011e-012	5.12822e-014	0.0835609	1.86184e-016	1.84354e-008	7.36365e-015	0.164292	2.66398	2.22165e-009	3.668	0.299682	-12.2749	5.75283e-008	4.09079	1.07934e-006	9.99998	20.804	99.9997	0	0	3.75	0.375001	4	20.064	0.895054	1.00001	0.00504653	-0.197214	-0.00275883	0.299723	-0.00708473	0.423576	1.40739e-006	
1.1	0	1	0.299114	0.125983	1.50468e-011	0.010088	0	7.89073e-012	1.90125e-012	0.0798381	6.11413e-015	0.000883857	3.55525e-010	0.157081	2.69815	8.21458e-008	3.65093	0.299114	-12.1598	0.00265165	4.0559	0	10	24.7752	100	0	0	3.75	0.375	5	19.1914	0.898403	1.00002	-0.00287389	-0.20791	-8.69231e-006	0.299115	0.00264733	0.40502	-2.3994e-006	
1	0.9	1	0.0705063	1.94575	1.55488e-012	0.158456	0.000125604	5.10907e-013	3.03437e-012	0.0811965	4.30322e-017	0.871654	0.302958	1.19709e-008	9.60534	0.00011133	0.197276	0.0705063	7.78925	3.52394	1.30858	0.000125604	10	0	99.2504	0	0	3.21429	0.321429	6	1.15558	-0.290372	0.965107	12.4952	-0.207904	1.15251	0.0686115	3.54597	1.12045	0.000121545	
1.1	0.9	1	0.0844704	1.88992	1.62129e-012	0.152315	0.000124905	5.25999e-013	3.07319e-012	0.0803554	4.47749e-017	0.845475	0.256712	1.39618e-008	9.58755	0.00010618	0.206171	0.0844704	7.14038	3.30667	1.28432	0.000124905	10	0	99.0294	0	0	2.91667	0.291667	7	20.7027	-0.277729	1.03545	11.743	-0.207877	1.08273	0.082567	3.32999	1.08596	0.000121315	
0	0.298	-99999	7.94717e-007	0.231816	1.48364e-012	0.162249	9.28428e-010	4.28829e-012	3.44951e-013	0.697832	2.1878e-013	0.000156222	1.51655e-010	0.309177	0.457663	8.55952e-009	0.271168	7.94717e-007	-3.75231	0.000468675	1.74976	9.28428e-010	0.999999	1.56927	0	0	0	0.25	0.25	8	19.3942	0.63357	1	2.5758	-0.207874	1.49556	7.77246e-007	0.000465311	1.49459	8.5179e-010	
0	0.402	-99999	1.08982e-006	0.231818	1.53869e-012	0.162249	1.05149e-009	4.28825e-012	3.57753e-013	0.69783	2.26894e-013	0.000174272	1.69184e-010	0.309159	0.457666	8.87741e-009	0.271167	1.08982e-006	-3.75209	0.000522824	1.74974	1.05149e-009	1	1.56909	0	0	0	0.25	0.25	9	19.3888	0.633566	1	2.57579	-0.207889	1.49556	1.06645e-006	0.000480826	1.49457	9.33423e-010	
